DCSP Zone,Zone,DCSP Code,DCSP Name,Stop ID,Stop Name,Type,Priority,Leg Dist (km),Cumul. Dist (km),Action,Parcels,Truck ID,Load %,Cumul Parcels
DCSP-SRM1,Central,SRM1,Rama 1,RTSP001079,·çÍ»Êìà´ÅÕè ¤ÒÅà·ç¡«ì ÊÒ·Ã «ÍÂ 2 (»ÑêÁ¹éÓÁÑ¹),RTSP,3 - RTSP,0,42.25,PICKUP,53,SRM1-T25,33%,3052
DCSP-SRM1,Central,SRM1,Rama 1,SRM1,Rama 1,DCSP,HUB,1.68,43.94,RETURN TO HUB,—,—,—,3052
DCSP-SKKG,East,SKKG,Kingkarw,SKKG,Kingkarw,DCSP,HUB,0,0,START,—,—,—,0
DCSP-SKKG,East,SKKG,Kingkarw,FC000015,Kingkaew,SHOP,1 - SHOP,1.22,1.22,PICKUP,93,SKKG-T01,58%,93
DCSP-SKKG,East,SKKG,Kingkarw,KE000119,Soi Lat Krabang 54,SHOP,1 - SHOP,7.12,8.34,PICKUP,103,SKKG-T02,64%,196
DCSP-SKKG,East,SKKG,Kingkarw,PSP000166,Á¹¹Õè,PSP,2 - PSP,5.58,13.92,PICKUP,53,SKKG-T02,33%,249
DCSP-SKKG,East,SKKG,Kingkarw,PSP000180,âºÇì ¿ÒÃìÁÒ«Õ,PSP,2 - PSP,0.24,14.16,PICKUP,76,SKKG-T03,48%,325
DCSP-SKKG,East,SKKG,Kingkarw,RTSP002582,â¡à¿Ãª -¡Ôè§á¡éÇ 36,RTSP,3 - RTSP,3.73,17.89,PICKUP,30,SKKG-T03,19%,355
DCSP-SKKG,East,SKKG,Kingkarw,RTSP002832,â¡à¿Ãª -«ÍÂ¡Ôè§á¡éÇ 33,RTSP,3 - RTSP,2.23,20.12,PICKUP,18,SKKG-T03,11%,373
DCSP-SKKG,East,SKKG,Kingkarw,RTSP004594,ÁÔ¹Ô ºÔê¡«Õ ºÒ§¨Ò¡ ¡Ôè§á¡éÇ,RTSP,3 - RTSP,1.6,21.72,PICKUP,51,SKKG-T04,32%,424
DCSP-SKKG,East,SKKG,Kingkarw,RTSP002923,â¡à¿Ãª -¡Ôè§á¡éÇ 41-1,RTSP,3 - RTSP,0.4,22.12,PICKUP,6,SKKG-T04,4%,430
DCSP-SKKG,East,SKKG,Kingkarw,RTSP002551,â¡à¿Ãª -¶¹¹ÊØ¢ÒÀÔºÒÅ2,RTSP,3 - RTSP,3.21,25.32,PICKUP,39,SKKG-T04,24%,469
DCSP-SKKG,East,SKKG,Kingkarw,RTSP004380,ÁÔ¹ÔºÔê¡«Õ ÊØ¢ÒÀÔºÒÅ 2,RTSP,3 - RTSP,0.03,25.35,PICKUP,12,SKKG-T04,8%,481
DCSP-SKKG,East,SKKG,Kingkarw,RTSP006242,·çÍ»Êì à´ÅÕè ËÁÙèºéÒ¹ªÇ¹ª×è¹ ÍèÍ¹¹Øª,RTSP,3 - RTSP,0.28,25.63,PICKUP,43,SKKG-T04,27%,524
DCSP-SKKG,East,SKKG,Kingkarw,RTSP001511,¿ÒÊ«Ôâ¹ ÊÒ¢Ò á¨Ê ¡ÃÕ¹ »ÃÐàÇÈ,RTSP,3 - RTSP,0.6,26.23,PICKUP,5,SKKG-T04,3%,529
DCSP-SKKG,East,SKKG,Kingkarw,RTSP003142,âÅµÑÊ â¡à¿Ãª -ÊØ¢ÒÀÔºÒÅ2 «ÍÂ24,RTSP,3 - RTSP,1.07,27.29,PICKUP,36,SKKG-T05,22%,565
DCSP-SKKG,East,SKKG,Kingkarw,RTSP005308,ÁÔ¹ÔºÔê¡«Õ ¡Ò­¨¹ÒÀÔàÉ¡ 39,RTSP,3 - RTSP,0.59,27.88,PICKUP,33,SKKG-T05,21%,598
DCSP-SKKG,East,SKKG,Kingkarw,RTSP002638,â¡à¿Ãª -¡Ò­¨¹ÒÀÔàÉ¡ 39,RTSP,3 - RTSP,0.17,28.05,PICKUP,19,SKKG-T05,12%,617
DCSP-SKKG,East,SKKG,Kingkarw,RTSP006327,·çÍ»Êì à´ÅÕè àÅà¹ÍÃì«Í§ÅÒ´¡ÃÐºÑ§54,RTSP,3 - RTSP,9.19,37.24,PICKUP,49,SKKG-T05,31%,666
DCSP-SKKG,East,SKKG,Kingkarw,RTSP006294,·çÍ»Êì à´ÅÕè ÅÒ´¡ÃÐºÑ§ 54 ÇÔÅÅèÒ,RTSP,3 - RTSP,2.12,39.37,PICKUP,43,SKKG-T06,27%,709
DCSP-SKKG,East,SKKG,Kingkarw,SKKG,Kingkarw,DCSP,HUB,8.92,48.28,RETURN TO HUB,—,—,—,709
DCSP-SLKB,East,SLKB,Lat Krabang,SLKB,Lat Krabang,DCSP,HUB,0,0,START,—,—,—,0
DCSP-SLKB,East,SLKB,Lat Krabang,KE000052,Luang Paeng,SHOP,1 - SHOP,9.73,9.73,PICKUP,84,SLKB-T01,52%,84
DCSP-SLKB,East,SLKB,Lat Krabang,PSP000258,ÃéÒ¹¹Ñ¹·Ò,PSP,2 - PSP,9.02,18.75,PICKUP,80,SLKB-T02,50%,164
DCSP-SLKB,East,SLKB,Lat Krabang,PSP000137,Cafe Office,PSP,2 - PSP,3.28,22.03,PICKUP,63,SLKB-T02,39%,227
DCSP-SLKB,East,SLKB,Lat Krabang,PSP000265,NS Service,PSP,2 - PSP,5.6,27.63,PICKUP,69,SLKB-T03,43%,296
DCSP-SLKB,East,SLKB,Lat Krabang,PSP000098,V Market,PSP,2 - PSP,10.41,38.04,PICKUP,66,SLKB-T03,41%,362
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP002369,à¤ËÐÃèÁà¡ÅéÒ 4,RTSP,3 - RTSP,7.63,45.68,PICKUP,55,SLKB-T04,34%,417
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP000270,ºÔê¡«Õ à¤ËÐÃèÁà¡ÅéÒ,RTSP,3 - RTSP,0.51,46.19,PICKUP,16,SLKB-T04,10%,433
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP002379,ËÁÙèºéÒ¹¾Ù¹ÊÔ¹¸Ò¹Õ 1,RTSP,3 - RTSP,0.48,46.67,PICKUP,5,SLKB-T04,3%,438
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP004287,à¤ËÐÃèÁà¡ÅéÒ,RTSP,3 - RTSP,1.23,47.9,PICKUP,32,SLKB-T04,20%,470
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP006053,áÁ¡«ì ÁÒÃì· ÅÒ´¡ÃÐºÑ§3,RTSP,3 - RTSP,1.57,49.46,PICKUP,49,SLKB-T04,31%,519
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP002096,P2975ÅÍÇìÊÑ¹ ÃèÁà¡ÅéÒ21 - Lawson Romklao 21,RTSP,3 - RTSP,0.05,49.52,PICKUP,25,SLKB-T05,16%,544
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP002158,P3495ÅÍÇìÊÑ¹ àÍÊâ«è ÃÓà¡ÅéÒ - Lawson Esso Ramklao,RTSP,3 - RTSP,1.22,50.73,PICKUP,28,SLKB-T05,18%,572
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP006297,·çÍ»Êì à´ÅÕè ºÒ§¨Ò¡ ÃèÁà¡ÅéÒ,RTSP,3 - RTSP,3.04,53.78,PICKUP,20,SLKB-T05,12%,592
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP001063,·çÍ»Êìà´ÅÕè ÃèÁà¡ÅéÒ 25 -2 (»ÑéÁ¹éÓÁÑ¹),RTSP,3 - RTSP,0.5,54.28,PICKUP,7,SLKB-T05,4%,599
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP002098,P3519ÅÍÇìÊÑ¹ áÍÃìÅÔ§¤ì¾ÒÃì¤ - Lawson Airlink Park,RTSP,3 - RTSP,0.53,54.82,PICKUP,23,SLKB-T05,14%,622
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP001278,·çÍ»Êìà´ÅÕè «ÍÂÃèÁà¡ÅéÒ 27,RTSP,3 - RTSP,1.23,56.05,PICKUP,56,SLKB-T05,35%,678
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP002774,â¡à¿Ãª -ªêÍ»«ÔÅÅèÒ,RTSP,3 - RTSP,1.29,57.34,PICKUP,12,SLKB-T06,8%,690
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP001282,·çÍ»Êìà´ÅÕè ÅÒ´¡ÃÐºÑ§24,RTSP,3 - RTSP,0.84,58.18,PICKUP,34,SLKB-T06,21%,724
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP000085,ºÕ·ÙàÍÊ à´ÍÐ¾Ò«ÔâÍé ÅÒ´¡ÐºÑ§,RTSP,3 - RTSP,0.35,58.54,PICKUP,46,SLKB-T06,29%,770
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP002567,â¡à¿Ãª -CM 22 à´ÍÐ¾Ò«ÕâÍ,RTSP,3 - RTSP,0.08,58.61,PICKUP,48,SLKB-T06,30%,818
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP000933,ºÒ¹Ò¹èÒ Êáµ¹´ìÍâÅ¹ ÅÒ´¡ÃÐºÑ§,RTSP,3 - RTSP,0.24,58.85,PICKUP,11,SLKB-T06,7%,829
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP001998,à¨ÁÒÃì· âÃºÔ¹ÊÑ¹ÅÒ´¡ÃÐºÑ§ ªÑé¹ 2,RTSP,3 - RTSP,0.04,58.89,PICKUP,13,SLKB-T07,8%,842
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP000097,ºÕ·ÙàÍÊ ÊÒ¢ÒâÃºÔ¹ÊÑ¹ ÅÒ´¡ÃÐºÑ§,RTSP,3 - RTSP,0.12,59,PICKUP,29,SLKB-T07,18%,871
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP006009,ÍÍ¿¿ÔÈàÁ· ÊÒ¢ÒâÃºÔ¹ÊÑ¹ ÅÒ´¡ÃÐºÑ§,RTSP,3 - RTSP,0.18,59.18,PICKUP,30,SLKB-T07,19%,901
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP004963,ÁÔ¹ÔºÔê¡«Õ «ÍÂ»ÃÐªÒ·Ã ¡ÃØ§à·¾Ï,RTSP,3 - RTSP,0.68,59.87,PICKUP,6,SLKB-T07,4%,907
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP000324,¤ÒÅà·ç¡«ì ËéÒ§ËØé¹ÊèÇ¹¨Ó¡Ñ´ ´ÒÇ·Í§¾Ñ¹ÅéÒ¹à«ÍÃìÇÔÊ,RTSP,3 - RTSP,0.9,60.76,PICKUP,8,SLKB-T07,5%,915
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP004294,â¡à¿Ãª -ÍèÍ¹¹Øª,RTSP,3 - RTSP,0.18,60.94,PICKUP,22,SLKB-T07,14%,937
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP000632,ªÕà¨ àÍç¡à¾ÃÊ ÊÒ¢Ò ÅÒ´¡ÃÐºÑ§14 -1,RTSP,3 - RTSP,0.74,61.69,PICKUP,10,SLKB-T07,6%,947
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP003203,âÅµÑÊ â¡à¿Ãª -ÅÒ´¡ÃÐºÑ§ 14 ¡ÃØ§à·¾,RTSP,3 - RTSP,0.09,61.77,PICKUP,46,SLKB-T08,29%,993
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP005741,ÁÔ¹ÔºÔê¡«Õ ÅÒ´¡ÃÐºÑ§ «ÍÂ 14-1,RTSP,3 - RTSP,0.02,61.8,PICKUP,58,SLKB-T08,36%,1051
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP003413,âÅµÑÊ â¡à¿Ãª -¶¹¹¾Ñ²¹Òª¹º· 3 ¡ÃØ§à·¾,RTSP,3 - RTSP,2.35,64.14,PICKUP,48,SLKB-T08,30%,1099
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP004551,ÁÔ¹ÔºÔê¡«Õ ¶¹¹¾Ñ²¹Òª¹º· 3,RTSP,3 - RTSP,0.05,64.2,PICKUP,14,SLKB-T09,9%,1113
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP005220,Big C Mini ¾Ñ²¹Òª¹º· 4 ¡ÃØ§à·¾Ï,RTSP,3 - RTSP,1.72,65.92,PICKUP,53,SLKB-T09,33%,1166
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP000909,ªÕà¨ àÍç¡à¾ÃÊ ÊÒ¢Ò ¾Ñ²¹Òª¹º·4,RTSP,3 - RTSP,0.36,66.27,PICKUP,16,SLKB-T09,10%,1182
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP003183,âÅµÑÊ â¡à¿Ãª -¾Ñ²¹Òª¹º· 4 ¡ÃØ§à·¾Ï,RTSP,3 - RTSP,0.01,66.28,PICKUP,25,SLKB-T09,16%,1207
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP005834,ÁÔ¹ÔºÔê¡«Õ ËÁÙèºéÒ¹¹Ñ¡¡ÕÌÒ «ÍÂ 40,RTSP,3 - RTSP,3.5,69.78,PICKUP,18,SLKB-T09,11%,1225
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP006343,·çÍ»Êì à´ÅÕè ¡Ò­¨¹ÒÀÔàÉ¡ 23,RTSP,3 - RTSP,0.75,70.54,PICKUP,19,SLKB-T09,12%,1244
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP003438,âÅµÑÊ ÃÒÉ®Ãì¾Ñ²¹Ò 16,RTSP,3 - RTSP,2.12,72.66,PICKUP,46,SLKB-T10,29%,1290
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP004588,ÁÔ¹ÔºÔê¡«Õ ¤ÒÅà·ç¡«ì à¨éÒ¤Ø³·ËÒÃ,RTSP,3 - RTSP,6.93,79.58,PICKUP,54,SLKB-T10,34%,1344
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP002849,µÅÒ´ºÖ§ºÑÇ,RTSP,3 - RTSP,1.65,81.24,PICKUP,13,SLKB-T10,8%,1357
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP004824,ÁÔ¹ÔºÔê¡«Õ ¹Ô¤ÁÅÒ´¡ÃÐºÑ§,RTSP,3 - RTSP,1.84,83.08,PICKUP,37,SLKB-T10,23%,1394
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP000341,º¨¡ ÍÕ«Õè ÊµêÍº,RTSP,3 - RTSP,0.38,83.45,PICKUP,59,SLKB-T11,37%,1453
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP006039,áÁ¡«ì ÁÒÃì· ¶¹¹©ÅÍ§¡ÃØ§ ª×èÍà´ÔÁÅÒ´¡ÃÐºÑ§6,RTSP,3 - RTSP,0.89,84.34,PICKUP,28,SLKB-T11,18%,1481
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP002124,P3713ÅÍÇìÊÑ¹ KMITL IDC - Lawson KMITL IDC,RTSP,3 - RTSP,2.47,86.81,PICKUP,22,SLKB-T11,14%,1503
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP001572,ÍÔ¹·¹ÔÅ Ê¶ÒºÑ¹à·¤â¹âÅÂÕ¾ÃÐ¨ÍÁà¡ÅéÒ¤Ø³·ËÒÃÅÒ´¡ÃÐºÑ§,RTSP,3 - RTSP,0.26,87.08,PICKUP,56,SLKB-T12,35%,1559
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP006330,·çÍ»Êì à´ÅÕè à¤ áÍÅ ÇÔÅÅèÒ ÅÒ´¡ÃÐºÑ§,RTSP,3 - RTSP,0.55,87.62,PICKUP,57,SLKB-T12,36%,1616
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP001281,·çÍ»Êìà´ÅÕè à¡¡Õ§ÒÁ 3,RTSP,3 - RTSP,0.17,87.79,PICKUP,40,SLKB-T12,25%,1656
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP001199,·çÍ»Êì à´ÅÕè à¡¡Õ§ÒÁ 3,RTSP,3 - RTSP,0.02,87.81,PICKUP,28,SLKB-T13,18%,1684
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP003550,âÅµÑÊ â¡à¿Ãª -ÅÒ´¡ÃÐºÑ§ 11,RTSP,3 - RTSP,0.67,88.49,PICKUP,15,SLKB-T13,9%,1699
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP001279,·çÍ»Êìà´ÅÕè ÅÒ´¡ÃÐºÑ§42,RTSP,3 - RTSP,0.63,89.12,PICKUP,19,SLKB-T13,12%,1718
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP006299,·çÍ»Êì à´ÅÕè ºÒ§¨Ò¡ àÍâÍ·Õ ÊØÇÃÃ³ÀÙÁÔ,RTSP,3 - RTSP,1.63,90.74,PICKUP,48,SLKB-T13,30%,1766
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP001301,·çÍ»Êìà´ÅÕè ÍÒ¤ÒÃ¨Í´Ã¶¼Ùéâ´ÂÊÒÃ,RTSP,3 - RTSP,1.35,92.1,PICKUP,25,SLKB-T13,16%,1791
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP002178,108SHOP Í¾ÒÃì·àÁé¹·ìºØ­ÂàÅèÂì,RTSP,3 - RTSP,2.96,95.06,PICKUP,32,SLKB-T14,20%,1823
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP001021,·çÍ»Êìà´ÅÕè ËÁÙèºéÒ¹¨Ô¹´Ò¹ÔàÇÈ¹ì,RTSP,3 - RTSP,0.4,95.46,PICKUP,12,SLKB-T14,8%,1835
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP004304,â¡à¿Ãª -ÅÒ´¡ÃÐºÑ§ 52,RTSP,3 - RTSP,0.1,95.57,PICKUP,11,SLKB-T14,7%,1846
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP003237,âÅµÑÊ â¡à¿Ãª -ÅÒ´¡ÃÐºÑ§ 54,RTSP,3 - RTSP,0.75,96.31,PICKUP,39,SLKB-T14,24%,1885
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP006259,·çÍ»Êì à´ÅÕè ÅÒ´¡ÃÐºÑ§ «ÍÂ 54,RTSP,3 - RTSP,0.3,96.61,PICKUP,21,SLKB-T14,13%,1906
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP001176,Top ËÁÙèºéÒ¹à¾ÔèÁÊØ¢,RTSP,3 - RTSP,1.21,97.82,PICKUP,52,SLKB-T15,32%,1958
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP003316,âÅµÑÊ Dept Store -ÅÒ´¡ÃÐºÑ§,RTSP,3 - RTSP,0.14,97.96,PICKUP,12,SLKB-T15,8%,1970
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP003543,âÅµÑÊ â¡à¿Ãª -ËÅÇ§á¾è§,RTSP,3 - RTSP,0.25,98.21,PICKUP,51,SLKB-T15,32%,2021
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP004386,ÁÔ¹ÔºÔê¡«Õ ËÅÇ§á¾è§1,RTSP,3 - RTSP,0.08,98.29,PICKUP,29,SLKB-T15,18%,2050
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP006348,·çÍ»Êì ÊËÁÔµÃ 1,RTSP,3 - RTSP,0.35,98.64,PICKUP,13,SLKB-T15,8%,2063
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP003263,âÅµÑÊ â¡à¿Ãª -«ÍÂ»ÃÐªÒ¾Ñ²¹Ò ¡ÃØ§à·¾,RTSP,3 - RTSP,0.5,99.14,PICKUP,5,SLKB-T16,3%,2068
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP004394,ÁÔ¹ÔºÔê¡«Õ àÍ×éÍÍÒ·Ã ÅÒ´¡ÃÐºÑ§ 2,RTSP,3 - RTSP,2.15,101.28,PICKUP,11,SLKB-T16,7%,2079
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP002680,â¡à¿Ãª -à¤ËÐàÍ×éÍÍÒ·Ã,RTSP,3 - RTSP,0.23,101.51,PICKUP,32,SLKB-T16,20%,2111
DCSP-SLKB,East,SLKB,Lat Krabang,RTSP005639,ÁÔ¹ÔºÔê¡«Õ à¹â¡Ð»ÒÃì¤ ÅÒ´¡ÃÐºÑ§,RTSP,3 - RTSP,0.26,101.77,PICKUP,10,SLKB-T16,6%,2121
DCSP-SLKB,East,SLKB,Lat Krabang,SLKB,Lat Krabang,DCSP,HUB,11.85,113.62,RETURN TO HUB,—,—,—,2121
DCSP-SPTN,East,SPTN,Pattanakarn,SPTN,Pattanakarn,DCSP,HUB,0,0,START,—,—,—,0
DCSP-SPTN,East,SPTN,Pattanakarn,KE000154,PTT Station Ramkhamhaeng (inbound),SHOP,1 - SHOP,4.61,4.61,PICKUP,106,SPTN-T01,66%,106
DCSP-SPTN,East,SPTN,Pattanakarn,PSP000149,Home Delivery,PSP,2 - PSP,2.99,7.6,PICKUP,55,SPTN-T02,34%,161
DCSP-SPTN,East,SPTN,Pattanakarn,PSP000138,»Ñ¹¹éÓ,PSP,2 - PSP,1.78,9.38,PICKUP,67,SPTN-T02,42%,228
DCSP-SPTN,East,SPTN,Pattanakarn,PSP000049,"Rano Tech Co.,Ltd",PSP,2 - PSP,1.93,11.31,PICKUP,96,SPTN-T03,60%,324
DCSP-SPTN,East,SPTN,Pattanakarn,PSP000070,áÍê´à¤Ã×èÍ§à¢ÕÂ¹,PSP,2 - PSP,0.86,12.17,PICKUP,63,SPTN-T03,39%,387
DCSP-SPTN,East,SPTN,Pattanakarn,PSP000240,´Ò¹Ôª ¤Í¿¿Õè,PSP,2 - PSP,3.48,15.65,PICKUP,43,SPTN-T04,27%,430
DCSP-SPTN,East,SPTN,Pattanakarn,PSP000140,Tickets and Post Service,PSP,2 - PSP,8.74,24.39,PICKUP,62,SPTN-T04,39%,492
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP006271,·çÍ»Êì ¡ÃØ§à·¾¡ÃÕ±Ò 32,RTSP,3 - RTSP,2.46,26.85,PICKUP,34,SPTN-T04,21%,526
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP000319,¤Í¿¿ÕèÍÐà´Âì ÊÒ¢Ò»ÑéÁ¹éÓÁÑ¹«ÑÊâ¡é ·ÑºªéÒ§ ¡ÃØ§à·¾Ï,RTSP,3 - RTSP,0.11,26.96,PICKUP,17,SPTN-T04,11%,543
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP002114,P3581ÅÍÇìÊÑ¹ ¡ÃØ§à·¾¡ÃÕ±Ò ÊÐ¾Ò¹ÊÙ§ - Lawson Krungthep Kreetha Saphan Sung,RTSP,3 - RTSP,0.62,27.58,PICKUP,53,SPTN-T05,33%,596
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP002634,â¡à¿Ãª -ËÁÙèºéÒ¹¹Ñ¡¡ÕÌÒ,RTSP,3 - RTSP,0.51,28.09,PICKUP,36,SPTN-T05,22%,632
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP003264,âÅµÑÊ â¡à¿Ãª -à©ÅÔÁ¾ÃÐà¡ÕÂÃµÔ 87,RTSP,3 - RTSP,1.95,30.04,PICKUP,31,SPTN-T05,19%,663
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP003518,âÅµÑÊ â¡à¿Ãª -»ÒÃì¤99 ¡ÃØ§à·¾Ï,RTSP,3 - RTSP,0.63,30.67,PICKUP,44,SPTN-T06,28%,707
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP002911,â¡à¿Ãª -à©ÅÔÁ¾ÃÐà¡ÕÂÃµÔ 72,RTSP,3 - RTSP,0.69,31.36,PICKUP,30,SPTN-T06,19%,737
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP001244,·çÍ»Êì à´ÅÕè âÃ§¾ÂÒºÒÅ ÊÔÃÔ¹¸Ã,RTSP,3 - RTSP,1.23,32.58,PICKUP,29,SPTN-T06,18%,766
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP003255,âÅµÑÊ â¡à¿Ãª -à©ÅÔÁ¾ÃÐà¡ÕÂÃµÔ «ÍÂ 62,RTSP,3 - RTSP,2.47,35.06,PICKUP,17,SPTN-T06,11%,783
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP003433,âÅµÑÊ â¡à¿Ãª -ÍèÍ¹¹Øª 65,RTSP,3 - RTSP,2.76,37.82,PICKUP,48,SPTN-T07,30%,831
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP004598,ÁÔ¹ÔºÔê¡«Õ ÍèÍ¹¹Øª 65,RTSP,3 - RTSP,0.04,37.85,PICKUP,32,SPTN-T07,20%,863
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP000117,ºÕ·ÙàÍÊ ÊÒ¢Ò ¡ÃØ§à·¾¡ÃÕ±Ò,RTSP,3 - RTSP,3.06,40.91,PICKUP,5,SPTN-T07,3%,868
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP006269,·çÍ»Êì à´ÅÕè à´ÍÐ»ÒÃì¤,RTSP,3 - RTSP,0.81,41.72,PICKUP,23,SPTN-T07,14%,891
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP003474,âÅµÑÊ â¡à¿Ãª -¡ÃØ§à·¾¡ÃÕ±Ò 7,RTSP,3 - RTSP,0.71,42.43,PICKUP,43,SPTN-T07,27%,934
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP002199,ÅÍÇìÊÑ¹ ºÕ ¡ÃÔÁ,RTSP,3 - RTSP,0.97,43.4,PICKUP,53,SPTN-T08,33%,987
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP005280,ÁÔ¹Ô ºÔê¡«Õ ºÒ§¨Ò¡ ÈÃÕ¹¤ÃÔ¹·Ãì - ÊÁÔµÔàÇª,RTSP,3 - RTSP,0.59,43.99,PICKUP,57,SPTN-T08,36%,1044
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP006043,áÁ¡«ì ÁÒÃì· ºÒ§¡Ð»Ô3,RTSP,3 - RTSP,0.92,44.91,PICKUP,16,SPTN-T08,10%,1060
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP003169,âÅµÑÊ â¡à¿Ãª -ÃÒÁ¤ÓáË§ 60,RTSP,3 - RTSP,0.61,45.52,PICKUP,36,SPTN-T09,22%,1096
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP005121,à¤ÍÃÕè ÊÒ¢Ò Mini Big C ÃÒÁ¤ÓáË§ 60 ¡ÃØ§à·¾Ï,RTSP,3 - RTSP,0.06,45.58,PICKUP,19,SPTN-T09,12%,1115
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP004280,â¡à¿Ãª -ÃÒÁ¤ÓáË§ O-B(ÊØ¢Ò3),RTSP,3 - RTSP,0.87,46.45,PICKUP,37,SPTN-T09,23%,1152
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP000869,ªÕà¨ àÍç¡à¾ÃÊ ÊÒ¢Ò ÃÒÁ¤ÓáË§68 MORE,RTSP,3 - RTSP,0.49,46.94,PICKUP,7,SPTN-T09,4%,1159
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP003532,âÅµÑÊ â¡à¿Ãª -ÃÒÁ¤ÓáË§ 68,RTSP,3 - RTSP,0.24,47.18,PICKUP,31,SPTN-T09,19%,1190
DCSP-SPTN,East,SPTN,Pattanakarn,RTSP004338,â¡à¿Ãª -ËÁÙèºéÒ¹ÊÑÁÁÒ¡Ã,RTSP,3 - RTSP,2.18,49.36,PICKUP,27,SPTN-T09,17%,1217
